roll_no,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste,op
A2017\student1583,12649360,3021,2327,578,771,60813,45816,51222,3429,0.009349406,33486,83,1.333910035,3.53174461,1
A2017\student1597,4465232,623,377,364,328,26434,12276,23405,593,0.005114852,8323,81,0.901098901,2.744082663,0
A2017\student1600,6825576,1369,885,1056,672,32757,15942,27037,1794,0.003572006,8699,150,0.636363636,2.802735947,1
A2017\student1616,6277632,1389,1170,458,354,32595,11337,28290,3423,0.002539015,5600,72,0.772925764,2.84625,0
A2017\student1620,5231440,1161,717,801,298,27636,11300,22426,1557,0.001635305,4080,61,0.372034956,2.096813725,1
A2017\student1624,6643672,783,459,456,323,19438,11317,16261,1272,0.002776025,7059,95,0.708333333,2.612693016,0
A2017\student1640,3362224,366,199,238,197,20138,5137,17642,629,0.001170951,1879,53,0.827731092,2.095263438,1
A2017\student1649,0,,,,,1,,,22,,,,,,0
A2017\student1671,32160,,,67,,18,,,,0,,,,,0
A2017\student1688,5725504,1232,1011,216,96,22771,61831,18754,1961,0.039500802,57074,199,0.444444444,3.962609945,0
A2017\student1704,11794424,2022,1404,609,341,74441,22304,63736,5492,0.002316264,7116,136,0.559934319,3.839094997,1
A2017\student1710,5904120,1133,770,1161,674,29132,11435,23683,1785,0.001547733,4133,161,0.580534022,2.210984757,1
A2017\student1725,354824,71,65,19,,1919,681,1668,38,0.002124997,361,3,,2.088642659,0
A2017\student1738,521880,170,144,58,,2656,1695,1921,252,0.00248333,584,3,,2.219178082,0
A2017\student1793,2544,,,,,13,19,,,0.009040881,15,2,,1.533333333,0
A2017\student1828,14802848,7978,6854,960,774,77388,68922,65715,5842,0.009796088,53690,328,0.80625,2.700875396,0
A2017\student1833,12520,,,,,7,17,,,0.001597444,15,2,,1.333333333,0
A2017\student1845,3032384,750,509,308,274,12339,4611,10305,496,0.001174983,1870,29,0.88961039,1.905347594,1
A2017\student1889,2098488,449,253,166,68,12054,3753,10387,888,0.003263778,1638,86,0.409638554,4.181318681,1
A2017\student1891,2128,,,1,,3,,,,0,,,,,0
A2017\student1916,8241640,1384,1030,872,508,47961,11868,41966,1634,0.001273169,4390,199,0.582568807,2.390205011,0
A2017\student1938,0,,,,,1,,,269,,,,,,0
A2017\student1954,3579880,1068,769,202,171,17555,137996,14892,890,0.191535191,134499,81,0.846534653,5.097978424,1
A2017\student1966,0,,,,,1,,,6,,,,,,0
A2017\student1976,7640488,1698,1158,844,724,34969,13790,29820,2929,0.004182194,7340,154,0.857819905,4.353405995,1
A2017\student1995,66720,,,,,1,,,194,0,,,,,0
A2017\student1996,1834560,358,178,259,73,11773,3655,10293,535,0.002219061,1810,68,0.281853282,2.249171271,0
A2017\student2009,14324704,6252,4897,1643,1217,56351,50391,40054,8728,0.005314455,30566,159,0.740718198,2.490610482,0
A2017\student2035,11563336,1846,1287,1610,1175,68111,40098,58795,3335,0.008445054,25482,75,0.729813665,3.832234518,1
A2017\student2045,5362728,1446,805,981,852,20830,12606,16612,1469,0.003558077,6819,80,0.868501529,2.798210881,1
A2017\student2063,3244736,506,171,549,161,19018,5647,16288,1349,0.001202563,2062,3,0.293260474,1.892337536,0
A2017\student2068,1838024,8,8,,,231,65,204,52,3.92E-05,43,2,,1.674418605,0
A2017\student2080,66720,,,,,1,8,,,0.001124101,8,34,,9.375,0
A2017\student2086,1545488,60,9,85,91,7104,1127,6276,128,7.76E-06,6,2,1.070588235,2,0
A2017\student2117,3408,,,,,11,,,,0,,,,,0
A2017\student2126,3335704,567,411,461,280,14779,5195,12575,683,0.001053151,2048,39,0.607375271,1.715332031,0
A2017\student2142,3732768,365,209,476,306,22734,5245,19705,436,0.000896922,1048,87,0.642857143,3.194656489,1
A2017\student2153,155664,25,15,,,1104,665,710,49,0.005441207,391,3,,2.166240409,0
A2017\student2155,3550368,17,9,2,,253,76,228,40,2.25E-05,51,2,,1.568627451,0
A2017\student2157,6682928,1411,1032,784,426,33899,11125,29373,2159,0.001944806,5502,114,0.543367347,2.362231916,0
A2017\student2160,2049624,670,517,144,0,8549,29415,7069,1361,0.059122063,27367,125,0,4.427887602,0
A2017\student2176,5420784,1355,1037,636,556,31614,13754,26131,938,0.002068889,4893,79,0.874213836,2.292049867,0
A2017\student2196,8311600,1269,975,641,560,48322,17004,41333,1740,0.00201321,7262,82,0.873634945,2.304186175,0
A2017\student2197,5062856,1008,710,394,516,25817,24241,22524,794,0.016289027,19707,87,1.30964467,4.184756685,1
A2017\student2206,1668800,490,214,219,96,6664,174709,5613,235,0.506431568,173465,72,0.438356164,4.872066411,0
A2017\student2208,5336312,2082,1462,737,283,20959,25350,16025,1271,0.007686957,18223,183,0.383989145,2.251001482,1
A2017\student2210,14896,,,28,,6,,,,0,,,,,0
A2017\student2213,7231648,1466,1115,469,487,35725,14456,30467,2363,0.003879614,7431,165,1.038379531,3.775534921,0
A2017\student2216,,,,,,,,,,,,,,,0
A2017\student2221,12877592,2380,1814,1300,1083,59038,22811,47537,3159,0.00077794,3654,165,0.833076923,2.741652983,0
A2017\student2230,4320,,,,,1,1,,,0,,,,,0
A2017\student2232,66720,,,,,1,8,,,0.001124101,8,34,,9.375,0
A2017\student2240,1257344,177,114,120,178,6392,988,5774,117,0.000622741,201,43,1.483333333,3.895522388,0
A2017\student2254,,,,,,,,,,,,,,,0
A2017\student2335,992,,,,,111,533,,,1.501008065,533,3,,2.793621013,0
A2017\student2338,2132528,237,129,102,23,12033,2675,10631,285,0.000905967,1016,43,0.225490196,1.901574803,0
A2017\student2340,1919248,42,29,14,0,1019,607,903,147,0.000468934,455,3,0,1.978021978,0
A2017\student2343,6951144,2318,1619,360,240,47902,11390,42188,991,0.001141107,3407,169,0.666666667,2.328147931,1
A2017\student2351,3940072,365,300,227,264,4695,4801,3842,402,0.002075343,3738,3,1.162995595,2.18753344,1
A2017\student2354,5641544,1410,776,784,285,23694,17471,19998,1358,0.006399135,12986,151,0.363520408,2.77999384,0
A2017\student2364,2986232,30,22,13,0,893,446,739,242,0.000181165,289,2,0,1.871972318,0
A2017\student2386,244400,65,30,2,,1295,576,889,125,0.001644845,223,2,,1.802690583,0
A2017\student2406,6282736,623,505,166,30,14117,4410,11779,1016,0.000598306,1515,74,0.180722892,2.481188119,0
A2017\student2417,10129080,1467,855,1705,566,46480,14545,39632,2376,0.001384923,6437,46,0.331964809,2.17927606,1
A2017\student2421,763520,240,173,85,,3753,904,3302,1018,0.003216681,305,79,,8.052459016,1
A2017\student2437,8909856,2860,2072,881,1088,45947,12767,40913,1320,0.002416313,6114,346,1.234960272,3.521262676,0
A2017\student2447,1350160,554,407,14,,7390,3356,5900,212,0.001136902,957,2,,1.603970742,0
A2017\student2463,8567648,1143,780,1036,332,35399,13663,29779,2165,0.002007085,6679,146,0.32046332,2.574636922,0
A2017\student2464,2805704,273,194,212,110,13366,4092,11441,523,0.002784684,1567,74,0.518867925,4.985960434,1
A2017\student2468,1822400,363,229,95,158,11745,4096,10101,469,0.005175044,1940,186,1.663157895,4.861340206,1
A2017\student2472,1584056,8,4,1,,41,21,37,44,0.000243047,19,67,,20.26315789,0
A2017\student2477,9464,2,,,,33,37,25,50,0.005283178,32,2,,1.5625,0
A2017\student2478,1740944,397,322,162,123,8283,4919,6579,362,0.004891599,2670,154,0.759259259,3.189513109,0
A2017\student2486,1078552,147,106,77,76,6065,1755,5299,57,0.001878444,727,56,0.987012987,2.786795048,0
A2017\student2498,0,,,,,12,,,,,,,,,0
A2017\student2503,10135344,1517,1038,1338,793,41659,15644,35378,2003,0.003126584,8355,268,0.592675635,3.792818671,1
A2017\student2508,0,,,,,1,,,25,,,,,,0
A2017\student2511,7803512,2323,1660,683,684,43813,15473,37105,2847,0.001868261,5782,166,1.001464129,2.521445866,1
A2017\student2513,2400,,,,,1,,,26,0,,,,,0
A2017\student2526,8584,3,2,11,0,36,97026,30,23,11.30253961,97021,1,0,1,0
A2017\student2539,5322424,1696,1211,606,569,28000,15484,22620,1559,0.004312697,8651,82,0.938943894,2.653334875,0
A2017\student2550,950368,154,77,4,0,5194,1239,4517,1173,0.004055271,457,346,0,8.433260394,0
A2017\student2553,29368,2,2,1,0,60,8,53,20,0,,,0,,0
A2017\student2554,3038016,805,573,221,84,19232,6168,16511,1584,0.002101371,2578,61,0.380090498,2.476338247,0
A2017\student2556,11804832,2910,1981,1280,453,60362,101298,49729,20950,0.061487703,87536,212,0.35390625,8.292039846,0
A2017\student2567,1440,,,,,15,,,,0,,,,,0
A2017\student2585,864,,,,,13,7,8,35,0,,,,,0
A2017\student2586,0,,,,,10,,,,,,,,,0
A2017\student2634,155712,,,,,94,182,3,125,0.002344071,164,3,,2.225609756,0
A2017\student2648,6276304,1599,871,749,450,39287,11919,33932,1768,0.003562288,4216,346,0.600801068,5.30313093,1
A2017\student2664,1609224,393,299,143,0,9606,5606,7295,577,0.002253881,1863,3,0,1.946859903,0
A2017\student2675,93328,12,1,1,0,693,180,586,12,0.001864392,76,3,0,2.289473684,0
A2017\student2676,864,1,,,,3,1,,16,0,,,,,0
A2017\student2689,4361808,759,464,372,106,21125,9262,16972,2029,0.001672701,2882,56,0.284946237,2.531575295,1
A2017\student2704,3662800,549,398,256,339,10192,3040,8676,634,0.000724036,1116,63,1.32421875,2.376344086,0
A2017\student2717,24,,,,,68,,,,0,,,,,0
A2017\student2736,61920,,,,,1,1,,,0,,,,,0
A2017\student2749,25440,,,,,1,,,24,0,,,,,0
A2017\student2755,25440,,,,,1,15,,,0.000825472,15,2,,1.4,0
A2017\student2806,5726176,1530,1181,560,295,25785,11552,21010,1657,0.003462346,5491,346,0.526785714,3.610635586,0
A2017\student2827,36000,,,,,1,,,66,0,,,,,0
A2017\student2831,39360,,,,,1,,,21,0,,,,,0
A2017\student2868,66720,,,,,1,4,,,0,,,,,0
A2017\student2869,1838448,304,167,282,339,7294,5242,5688,1015,0.004100741,3401,162,1.20212766,2.21670097,0
A2017\student2870,6782600,1914,1448,720,457,31030,17815,25297,2974,0.004189986,10567,72,0.634722222,2.689410429,1
A2017\student2884,1799512,196,71,107,0,10028,3316,8601,771,0.001503741,1534,2,0,1.764015645,0
A2017\student2886,0,,,,,1,,,6,,,,,,0
A2017\student2887,1624032,114,38,14,0,6724,2099,5878,719,0.011504084,1260,101,0,14.82777778,0
A2017\student2888,240,,,1,,1,1,,,0,,,,,0
A2017\student2895,48,,,,,1,1,,,0,,,,,0
A2017\student2896,755424,65,53,1,0,589,423,519,33,0.000807494,324,2,0,1.882716049,0
A2017\student2900,28800,,,,,1,1,,,0,,,,,0
A2017\student2908,92760,14,11,39,,337,370,272,19,0.005864597,280,3,,1.942857143,0
A2017\student2916,2825192,428,211,233,36,22641,4916,19998,686,0.002871309,1584,98,0.154506438,5.121212121,0
A2017\student2922,66240,,,,,1,6,,,0.001222826,6,37,,13.5,0
A2017\student2925,1545152,236,120,137,435,9384,2218,8214,214,0.001597254,779,54,3.175182482,3.168164313,0
A2017\student2939,6639040,1095,777,436,606,35506,14351,32108,1009,0.006171374,9994,137,1.389908257,4.099659796,1
A2017\student2941,8640,,,,,9,,,,0,,,,,0
A2017\student2950,14082136,2862,1867,1803,821,62569,79326,55208,1639,0.021176901,70578,204,0.455352191,4.225339341,1
A2017\student2953,15487096,4902,3966,1038,525,70905,41014,57795,7487,0.004980275,25163,107,0.505780347,3.0652148,0
A2017\student2956,1309584,152,117,161,208,7566,2032,6364,240,0.000794909,252,144,1.291925466,4.130952381,0
A2017\student2967,5024176,757,514,314,114,29308,8722,24750,1888,0.001355645,1919,320,0.363057325,3.549244398,0
A2017\student2972,608920,109,82,34,93,5254,784,4707,55,0.000978782,73,67,2.735294118,8.164383562,0
A2017\student3001,66240,,,,,1,,,6,0,,,,,0
A2017\student3023,301080,69,32,,,627,221,350,19,0.000538063,61,21,,2.655737705,0
A2017\student3043,3341672,447,222,241,149,24739,4737,21934,832,0.000784039,1213,68,0.618257261,2.159934048,0
A2017\student3071,48,,,,,1,,,46,0,,,,,0
A2017\student3077,7408,4,3,,,75,50,50,3,0.00175486,13,1,,1,0
A2017\student3116,2610016,371,287,215,335,7429,26666,6284,255,0.042688627,25203,70,1.558139535,4.420822918,1
A2017\student3133,0,,,,,1,,,19,,,,,,0
A2017\student3135,7215168,1879,1211,942,647,37378,11848,32528,2311,0.0018432,5697,162,0.686836518,2.334386519,0
A2017\student3165,264960,,,,,1,1,,,0,,,,,0
A2017\student3169,37768,12,7,10,14,52,251,35,17,0.016574878,234,31,1.4,2.675213675,0
A2017\student3171,6240,,,,,1,,,23,0,,,,,0
A2017\student3178,5760,,,,,1,15,,,0.003645833,15,2,,1.4,0
A2017\student3182,9046216,3359,2093,612,436,45006,21618,37861,3366,0.011273332,12044,162,0.712418301,8.467369645,0
A2017\student3186,48480,,,,,9,,,,0,,,,,0
A2017\student3206,66720,,,,,1,,,23,0,,,,,0
A2017\student3217,4680192,2215,1924,321,290,27869,19387,21376,2810,0.006133082,10506,58,0.903426791,2.732153055,0
A2017\student3219,67200,,,,,19,,,,0,,,,,0
A2017\student3253,6846200,1712,1305,353,193,35279,13729,29985,1972,0.002848588,6463,116,0.54674221,3.01748414,1
A2017\student3287,66240,,,,,1,10,,,0.000181159,10,2,,1.2,0
A2017\student3306,62880,,,,,1,,,20,0,,,,,0
A2017\student3313,3551544,631,380,256,207,21207,4794,18586,794,0.002356721,1807,69,0.80859375,4.631986718,0
A2017\student3315,8224080,1674,1223,198,170,42744,54982,33865,4294,0.02189181,43315,158,0.858585859,4.156527762,0
A2017\student3320,4029952,519,366,90,215,12396,5028,10130,678,0.001303241,1743,203,2.388888889,3.01319564,0
A2017\student3329,1651464,40,28,,,334,331,259,58,0.000260981,240,2,,1.795833333,0
A2017\student3331,0,,,,,1,,,37,,,,,,0
A2017\student3350,9440264,2739,2079,602,432,46951,16219,39801,1597,0.001725164,7079,169,0.717607973,2.30060743,0
A2017\student3367,5427496,1352,1010,396,387,31290,8514,27139,1217,0.001075818,2656,107,0.977272727,2.198418675,1
A2017\student3386,2103720,28,13,,,270,875,219,40,0.00100964,809,3,,2.625463535,0
A2017\student3402,118616,,,5,0,223,275,38,69,0.005640049,266,3,0,2.515037594,0
A2017\student3403,4190752,1055,763,606,376,23432,7980,20154,1411,0.004410664,3503,263,0.620462046,5.27662004,0
A2017\student3406,1685800,473,367,110,161,7714,2660,6538,291,0.001321035,1131,3,1.463636364,1.969053935,0
A2017\student3411,0,,,,,1,,,20,,,,,,0
A2017\student3415,0,,,,,2,,,,,,,,,0
A2017\student3421,7895360,2347,1731,1241,844,36191,8986,32270,914,0.001330528,3059,117,0.680096696,3.4341288,1
A2017\student3423,4125616,824,520,355,176,25548,9735,21770,1242,0.002439878,4338,90,0.495774648,2.320424159,1
A2017\student3424,2059600,360,264,155,365,11583,4461,9842,1225,0.439782482,2094,3246,2.35483871,432.5577841,1
A2017\student3425,4809960,1126,779,286,105,26628,8501,22399,1401,0.000902294,2654,3,0.367132867,1.635267521,1
A2017\student3432,29080,1,1,,,1,,,8,0,,,,,0
A2017\student3436,3107320,699,451,248,214,17377,6114,14856,716,0.00269557,2876,195,0.862903226,2.912378303,0
A2017\student3442,101976,27,18,19,,523,245,432,35,0.002216208,123,2,,1.837398374,0
A2017\student3483,66240,,,,,1,,,21,0,,,,,0
A2017\student3485,66240,,,,,1,,,8,0,,,,,0
A2017\student3489,57600,,,,,177,,,,0,,,,,0
A2017\student3506,6086376,1435,883,502,303,33968,16308,29603,1476,0.005960033,10899,68,0.603585657,3.328286999,1
A2017\student3512,0,,,,,1,,,25,,,,,,0
A2017\student3515,36960,,,,,66,,,,0,,,,,0
A2017\student3516,3798712,1386,967,69,0,22018,11908,17459,1354,0.002681172,5252,75,0,1.939261234,0
A2017\student3517,6894584,1388,940,711,188,30874,11056,26376,1371,0.002404931,5048,176,0.264416315,3.284667195,1
A2017\student3535,65760,,,,,11,,,,0,,,,,0
A2017\student3542,246240,,,3,,125,2,1,1,0,,,,,0
A2017\student3546,1248344,200,112,198,48,5956,5209,4069,981,0.00580449,2688,115,0.242424242,2.695684524,0
A2017\student3557,13208,9,8,9,,9,160,5,,0.022637795,159,3,,1.880503145,0
A2017\student3567,4816,,,,,18,408,13,18,0.21345515,405,3,,2.538271605,0
A2017\student3568,8578400,2218,1785,760,550,53113,16303,45483,2011,0.001662898,6167,90,0.723684211,2.31311821,0
A2017\student3572,21120,44,44,,,1,,,1049,0,,,,,0
A2017\student3594,2113328,18,18,,,58,20,47,4,9.46E-06,13,2,,1.538461538,0
A2017\student3610,1432488,352,296,,,9456,3008,7738,739,0.000630372,463,35,,1.950323974,0
A2017\student3614,13049208,2612,1689,886,306,61371,111799,51721,4606,0.0352403,100605,136,0.34537246,4.570925898,0
A2017\student3624,2679920,498,193,162,64,15502,8233,13101,2165,0.01461872,5214,223,0.395061728,7.513808976,1
A2017\student3631,2326328,3,1,1,,33,16,30,757,1.07E-05,16,2,,1.5625,0
A2017\student3634,60000,,,,,5,,,,0,,,,,0
A2017\student3666,64,,,,,11,,,,0,,,,,0
A2017\student3671,7284576,2058,1673,722,294,42362,66235,34939,2294,0.009022488,55167,83,0.407202216,1.191382529,1
A2017\student3677,3461168,1205,893,334,133,20372,434940,15921,306833,0.505690276,428509,99,0.398203593,4.08457932,1
A2017\student3678,200160,140,,140,,1,,,19,0,,,,,0
A2017\student3701,1968,,,,,134,,,,0,,,,,0
A2017\student3715,66240,,,,,1,2,,,0,,,,,0
A2017\student3717,61440,,,,,1,,,21,0,,,,,0
A2017\student3719,66720,,,,,1,,,219,0,,,,,0
A2017\student3722,36480,,,,,1,8,,,0.002055921,8,34,,9.375,0
A2017\student3732,3503048,604,334,261,146,20252,4965,17681,553,0.001555217,1741,87,0.559386973,3.129236071,1
A2017\student3736,2173424,383,270,157,158,13982,3367,12384,437,0.001763117,1338,71,1.006369427,2.863976084,0
A2017\student3739,48,,,,,56,,,,0,,,,,0
A2017\student3756,68120,39,38,14,,266,358,200,13,0.007604228,280,2,,1.85,0
A2017\student3776,6764328,1380,1058,444,185,32475,17550,27940,1920,0.004529644,11651,102,0.416666667,2.629817183,1
A2017\student3777,6169112,1164,572,604,395,34750,6924,31225,982,0.001055744,2313,107,0.65397351,2.815823606,1
A2017\student3780,11904,1,1,6,,10,110,3,33,0.015793011,102,2,,1.843137255,0
A2017\student3790,6784,,,,,29,7,21,36,0,,,,,0
A2017\student3791,36000,,,,,1,1,,,0,,,,,0
A2017\student3807,13920,,,,,1,1,,,0,,,,,0
A2017\student3819,178800,56,37,,,976,423,784,125,0.008618568,225,48,,6.848888889,0
A2017\student3836,5979200,1718,1032,602,242,33907,33714,28345,1903,0.015735884,26851,292,0.401993355,3.50407806,1
A2017\student3841,13440,,,,,3,,,,0,,,,,0
A2017\student3853,2175760,420,254,242,199,12066,3287,10404,371,0.001759845,1163,65,0.82231405,3.292347377,0
A2017\student3856,4945080,1209,754,512,516,29624,7859,25767,1580,0.00306082,2981,139,1.0078125,5.077490775,1
A2017\student3857,7724312,4836,3562,999,897,37449,40122,29226,2757,0.009896804,29139,166,0.897897898,2.623494286,1
A2017\student3866,5152384,911,590,236,112,30760,9843,26276,1173,0.001696884,4043,190,0.474576271,2.162503092,1
A2017\student3867,34520,,,19,0,14,10,3,716,0,,,0,,0
A2017\student3871,5024736,1373,1035,563,301,28328,9556,23950,1619,0.00188388,4266,114,0.534635879,2.218940459,1
A2017\student3872,9120,,,,,8,,,,0,,,,,0
A2017\student3899,29432,14,12,3,18,54,78,49,1,0.004858657,75,2,6,1.906666667,0
A2017\student3900,1912304,137,65,71,20,9347,2639,8186,169,0.003710707,1481,107,0.281690141,4.791357191,1
A2017\student3925,54744,10,7,,,323,267,239,77,0.005863656,178,3,,1.803370787,0
A2017\student3940,104,,,,,1,15,,,0.201923077,15,2,,1.4,0
A2017\student3943,7988432,981,706,519,189,39944,16265,34518,3279,0.002421627,9530,63,0.36416185,2.029905561,1
A2017\student3978,32320,7,7,1,,88,231,62,1554,0.016212871,215,3,,2.437209302,0
A2017\student4011,66720,,,,,,,,,,,,,,0
A2017\student4014,1101152,94,30,32,8,7376,1324,6394,141,0.000280615,170,2,0.25,1.817647059,0
A2017\student4016,9927992,2774,2112,834,207,48341,17071,40939,1986,0.001808019,6631,285,0.248201439,2.706982356,0
A2017\student4026,912752,197,145,97,257,5824,586,5483,112,0.001555735,142,143,2.649484536,10,0
A2017\student4036,7778632,1487,1128,684,425,47000,24379,40105,2152,0.004807529,15046,251,0.621345029,2.485444636,0
A2017\student4043,1440,,,,,12,,,,0,,,,,0
A2017\student4059,2785976,296,205,264,183,12704,4930,11006,559,0.00331697,2888,132,0.693181818,3.199792244,1
A2017\student4076,1756520,378,159,176,57,11947,3589,10491,2628,0.002257304,1700,61,0.323863636,2.332352941,0
