student_assignment,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,average_test_results
A2017\student5494,2552976,528,368,189,125,17501,5825,15148,647,0.661375661
A2017\student5496,13128288,3893,3164,1328,1083,66195,21091,56545,2666,0.815512048
A2017\student5529,0,,,,,1,4,,,
A2017\student5533,1055168,161,110,101,28,5239,1347,4497,161,0.277227723
A2017\student5536,,,,,,,,,,
A2017\student5571,15360,,,,,1,,,500,
A2017\student5573,1973496,624,505,204,20,11958,4023,9679,550,0.098039216
A2017\student5581,96776,1,1,2,,16,82,7,29,
A2017\student5592,66240,,,,,12,,,,
A2017\student5603,0,,,,,4,,,,
A2017\student5607,28800,,,,,1,,,6,
A2017\student5611,2003496,215,92,140,125,14508,3257,12815,185,0.892857143
A2017\student5612,9276888,1830,1293,1060,363,46233,15563,37666,3016,0.34245283
A2017\student5619,6056768,1765,1317,839,290,37642,10479,32231,2075,0.345649583
A2017\student5621,88,,,,,10,,,,
A2017\student5622,3069752,715,439,315,214,18791,7341,16263,1208,0.679365079
A2017\student5624,10560,,,,,1,,,801,
A2017\student5636,3034704,10,9,2,,129,64,118,48,
A2017\student5637,0,,,,,11,,,,
A2017\student5639,8030928,1565,1062,594,304,58590,14434,51032,2243,0.511784512
A2017\student5649,4885936,1552,962,200,163,25889,4706,23233,964,0.815
A2017\student5659,1784,,,4,,1,,,25,
A2017\student5665,8126168,1696,1252,643,321,34361,20115,26764,4485,0.499222395
A2017\student5667,337392,41,32,7,29,1809,1162,1462,333,4.142857143
A2017\student5673,128600,10,5,7,,833,171,782,3,
A2017\student5677,2094120,600,280,162,2,13432,5015,11366,433,0.012345679
A2017\student5693,90624,26,21,,,237,114,177,22,
A2017\student5695,6616496,1057,760,596,249,32882,144976,28310,1466,0.417785235
A2017\student5703,36008,,,,,1,24,,,
A2017\student5713,480,,,,,1,1,,,
A2017\student5719,2370248,612,383,308,262,14793,35741,12420,581,0.850649351
A2017\student5730,7476080,1405,918,578,373,44662,12642,38361,1745,0.64532872
A2017\student5741,24,,,,,1,,,22,
A2017\student5744,17280,,,,,1,,,25,
A2017\student5749,35520,,,,,1,8,,,
A2017\student5766,3012344,584,294,226,124,19052,109426,16088,1834,0.548672566
A2017\student5770,0,,,,,2,,,,
A2017\student5771,49152,23,22,10,,284,151,260,36,
A2017\student5774,303624,89,80,25,,957,726,725,88,
A2017\student5789,2535424,544,377,187,134,12834,4291,10770,367,0.71657754
A2017\student5804,6854176,745,525,442,321,30810,37039,26957,2832,0.726244344
A2017\student5805,1656,4,4,,,16,1,14,20,
A2017\student5816,4124720,796,408,509,286,24118,9766,20771,5069,0.561886051
A2017\student5832,3730992,903,614,484,98,20099,13452,17494,999,0.202479339
A2017\student5842,1920,,,,,10,,,,
A2017\student5860,0,,,,,4,,,,
A2017\student5861,4753968,1149,757,938,170,29885,12277,25765,1467,0.181236674
A2017\student5863,0,,,,,1,1560,,,
A2017\student5881,66240,,,,,,,,,
A2017\student5882,66240,,,,,226,,,,
A2017\student5899,1682776,1,,,,9,531,,426,
A2017\student5904,111184,10,4,28,106,404,623,320,7,3.785714286
A2017\student5939,8079800,1360,1050,1030,872,34483,13931,28730,1494,0.846601942
A2017\student5952,6768,,,,,15,,,,
A2017\student5957,2698360,82,72,,,670,166,609,47,
A2017\student5961,5760,13,13,,,1,,,18,
A2017\student5970,5023200,1090,528,340,111,29881,14453,24709,1790,0.326470588
A2017\student5979,6737024,636,285,794,515,44519,9585,39225,1168,0.64861461
A2017\student5996,2321368,313,175,227,218,13457,3591,11703,725,0.960352423
A2017\student6001,5335784,791,564,438,415,26816,6775,23118,935,0.947488584
A2017\student6002,5882280,1139,846,581,669,30879,12155,26739,1180,1.151462995
A2017\student6004,54720,,,,,1,,,6,
A2017\student6007,23984,10,8,4,,44,167,28,58,
A2017\student6010,100416,88,84,,,476,551,353,179,
A2017\student6011,4768856,822,612,378,323,28832,7960,24760,937,0.854497354
A2017\student6018,2904920,456,316,469,341,14101,5142,12148,278,0.727078891
A2017\student6029,1473800,16,11,2,,249,92,218,26,
A2017\student6040,3976,,,1,,3,151,,69,
A2017\student6049,7760,,,,,5,268,2,,
A2017\student6053,5008488,1224,844,664,690,26186,344739,22969,2330,1.039156627
A2017\student6054,5123136,765,531,237,130,22764,60412,20200,649,0.548523207
A2017\student6080,39360,,,,,21,,,,
A2017\student6087,10079680,2591,1737,893,476,51953,21602,43433,3703,0.533034714
A2017\student6088,5950400,1872,1156,499,238,28918,74257,23084,2463,0.476953908
A2017\student6109,49152,98,98,,,12,1,,1,
A2017\student6121,8918480,2014,1141,949,696,48268,13305,42936,2009,0.733403583
A2017\student6151,2571136,17,10,1,,90,128,69,139,
A2017\student6156,8071200,1084,848,601,378,46869,22929,39705,2010,0.628951747
A2017\student6168,8776856,1687,1108,672,543,46711,20327,39849,9145,0.808035714
A2017\student6170,8029064,1182,782,938,192,36966,10471,32401,1646,0.204690832
A2017\student6172,6033768,1164,816,529,255,32718,13687,28108,1785,0.482041588
A2017\student6184,1984,,,,,136,,,,
A2017\student6195,10409728,1671,1035,1213,630,58778,18999,50122,2230,0.519373454
A2017\student6198,48,,,,,140,,,,
A2017\student6216,5124672,1537,1003,842,271,24343,9318,20430,1146,0.321852732
A2017\student6227,480,,,,,1,,,28,
A2017\student6248,1443224,5,4,4,30,174,343,149,14,7.5
A2017\student6255,1321864,12,11,,,131,123,93,19,
A2017\student6259,2880,,,,,1,1,,,
A2017\student6267,66720,,,,,146,,,,
A2017\student6303,4596848,1486,1297,309,581,18493,7400,15859,819,1.8802589
A2017\student6310,9031504,2110,1528,434,334,49018,12791,42352,1526,0.769585253
A2017\student6320,3839984,497,264,470,232,22855,5389,20587,570,0.493617021
A2017\student6328,5386992,1457,863,855,470,26486,19629,21810,1326,0.549707602
A2017\student6329,3531880,859,455,274,205,19751,5846,16840,1305,0.748175182
A2017\student6332,11455560,3322,2447,1159,508,57196,16462,49443,2381,0.438308887
A2017\student6346,8217880,2155,1460,911,465,39430,64367,34097,2910,0.510428101
A2017\student6349,3352040,571,252,243,99,20263,5068,17914,1017,0.407407407
A2017\student6357,4470720,638,480,692,544,25554,6944,22887,680,0.786127168
A2017\student6363,0,,,,,134,,,,
A2017\student6369,7757392,2370,1934,552,288,44002,18278,35980,1717,0.52173913
A2017\student6374,4721152,704,396,389,218,25333,5874,22522,1096,0.560411311
A2017\student6376,7198384,1617,1063,494,375,35487,188007,29952,1530,0.759109312
A2017\student6403,41128,,,,,245,195,190,61,
A2017\student6410,1334536,450,345,170,,6220,2831,4920,659,
A2017\student6419,99360,,,1,,43,2,1,,
A2017\student6441,2079216,154,44,223,79,14116,3041,12549,326,0.35426009
A2017\student6455,9326664,2791,1852,706,294,57921,20431,49876,2555,0.416430595
A2017\student6468,5010768,1142,958,514,193,30978,11440,25810,1717,0.375486381
A2017\student6471,9327336,3614,2205,1097,437,45796,21462,38728,4888,0.398359161
A2017\student6484,2560192,41,17,7,,924,382,795,34,
A2017\student6516,3100432,1146,896,180,77,12870,7590,10331,722,0.427777778
A2017\student6517,9181104,1742,1224,683,292,48147,18103,38082,2213,0.427525622
A2017\student6522,9313136,1760,1234,628,328,52308,13601,44883,2970,0.522292994
A2017\student6542,6804696,989,657,905,516,35467,198317,31123,902,0.570165746
A2017\student6545,2747720,256,162,229,162,14070,3810,12071,249,0.707423581
A2017\student6548,1848728,549,421,105,125,8310,3589,6808,369,1.19047619
A2017\student6553,6447376,1232,832,718,1050,31351,17053,26568,1259,1.462395543
A2017\student6558,8456008,2330,1772,590,716,48569,19245,40969,2103,1.213559322
A2017\student6571,32640,,,,,4,,,,
A2017\student6582,4093400,950,509,359,159,27654,8850,23360,1214,0.442896936
A2017\student6594,0,,,,,1,,,20,
A2017\student6604,66240,,,,,1,1,,,
A2017\student6609,3054656,499,372,242,318,19722,4759,17030,627,1.314049587
A2017\student6613,84088,3,2,,,111,13,66,23,
A2017\student6617,16800,,,,,1,,,22,
A2017\student6634,4019448,577,378,405,209,19752,7423,17748,432,0.516049383
A2017\student6635,2643592,549,288,287,105,14323,4767,12220,682,0.365853659
A2017\student6656,10761448,3409,2599,1429,863,51184,44933,43569,2181,0.603918824
A2017\student6681,5741944,1734,1156,344,91,36219,15412,31331,1668,0.264534884
A2017\student6683,4330240,1122,668,289,279,28969,6345,25673,1149,0.965397924
A2017\student6705,11656,10,10,10,,51,12,45,,
A2017\student6707,480,2,,,,24,,,,
A2017\student6711,66240,,,,,1,58,,,
A2017\student6720,28768,9,3,18,,116,285,104,,
A2017\student6723,4985928,801,441,366,225,27805,9781,23612,1555,0.614754098
A2017\student6740,2000,,,,,25,,3,,
A2017\student6743,3521480,424,323,230,95,17238,7032,14659,835,0.413043478
A2017\student6774,6053336,1868,1157,808,484,34919,21399,29200,2571,0.599009901
A2017\student6781,0,,,,,136,,,,
A2017\student6787,0,,,,,6,,,,
A2017\student6790,6360048,996,722,426,458,38904,10232,34391,1576,1.075117371
A2017\student6792,7479032,1430,954,956,411,42802,14510,36559,2711,0.429916318
A2017\student6795,6558376,1771,1230,960,381,30222,79555,24644,2810,0.396875
A2017\student6801,370024,55,25,33,32,1717,408,1498,373,0.96969697
A2017\student6813,6371008,1097,703,426,159,32527,13017,26500,2619,0.373239437
A2017\student6815,2896,,,,,6,41,,,
A2017\student6822,6688,4,,,,15,,,130,
A2017\student6824,0,,,,,2,,,,
A2017\student6854,61440,,,,,4,,,,
A2017\student6874,24000,,,,,15,,,,
A2017\student6877,6166368,1394,1064,320,154,27609,9894,22922,1301,0.48125
A2017\student6889,24,,,,,132,,,,
A2017\student6900,6935616,2184,1903,467,357,39398,58807,31250,3336,0.764453961
A2017\student6913,0,,,,,1,47,,,
A2017\student6915,2876656,321,208,179,176,24120,4588,21155,607,0.983240223
A2017\student6924,57600,,,,,1,8,,,
A2017\student6931,5841664,727,428,570,367,36782,10198,31515,1035,0.643859649
A2017\student6936,1839376,322,152,235,68,12802,4416,10598,855,0.289361702
A2017\student6953,261072,120,106,,,1356,207,1230,44,
A2017\student6960,2395888,1,1,3,,110,17,98,381,
A2017\student6966,4826488,853,553,295,131,25634,6156,22198,1140,0.444067797
A2017\student6978,65760,,,,,1,6,,,
A2017\student6995,248192,39,32,16,53,1558,467,1339,19,3.3125
A2017\student7001,3447016,123,75,123,323,54,708,,29,2.62601626
A2017\student7013,0,,,,,9,,,,
A2017\student7019,36000,,,,,1,8,,,
A2017\student7040,3544,,,,,1,5,,,
A2017\student7043,5418952,1189,771,400,92,26439,7620,23003,1906,0.23
A2017\student7050,5867704,1479,958,536,165,31122,9250,27337,1444,0.307835821
A2017\student7051,7729560,1420,841,1907,959,45330,68783,38174,4978,0.502884111
A2017\student7085,14824,7,4,,,53,1,51,24,
A2017\student7090,5625136,1286,1007,395,453,28387,7835,24788,971,1.146835443
A2017\student7094,3408744,547,242,365,267,16816,4633,14377,1319,0.731506849
A2017\student7119,24960,,,,,3,,,,
A2017\student7123,1398528,171,109,146,53,11383,4352,9902,153,0.363013699
A2017\student7125,0,,,,,11,,,,
A2017\student7135,66240,,,,,1,8,,,
A2017\student7136,36480,,,,,2,12,,,
A2017\student7153,39360,,,,,1,,1,,
A2017\student7173,480,,,,,1,,,20,
A2017\student7178,2663480,455,212,370,101,17985,4875,15431,359,0.272972973
A2017\student7193,1114800,491,383,261,404,6194,2051,5244,227,1.54789272
A2017\student7196,5600200,204,123,796,558,24216,9094,20128,831,0.701005025
A2017\student7197,0,,,,,11,,,,
A2017\student7200,4887704,1317,998,444,202,25899,11571,21460,1914,0.454954955
A2017\student7232,1968,,,,,2,2,,,
A2017\student7249,51784,24,2,,,205,48,177,26,
A2017\student7277,7215536,1748,1287,568,238,43146,12900,36490,1548,0.419014085
A2017\student7293,7994360,1196,772,1193,340,33562,10134,28604,1467,0.284995809
A2017\student7297,6993336,1192,731,426,266,41400,7339,37000,1930,0.624413146
A2017\student7320,1411792,21,20,4,,210,174,172,32,
A2017\student7331,405824,153,125,63,308,1650,1124,1462,496,4.888888889
A2017\student7335,66720,,,,,1,,,6,
A2017\student7341,0,,,,,1,,,20,
A2017\student7343,5181448,1100,613,350,123,24485,7256,21169,823,0.351428571
A2017\student7346,25440,,,,,10,,,,
A2017\student7356,8640,,,,,17,,,,
A2017\student7368,6804960,929,653,358,370,22454,5516,19743,631,1.033519553
A2017\student7369,10226520,3591,2459,1652,981,54353,24569,43745,3704,0.593825666
A2017\student7370,36480,,,,,1,,,8,
A2017\student7380,38208,11,7,5,10,330,83,279,12,2
A2017\student7382,5668352,1619,779,756,639,34245,10091,29818,2086,0.845238095
A2017\student7386,956128,221,131,101,526,5429,5570,4381,1582,5.207920792
A2017\student7411,480,,,,,21,,,,
A2017\student7421,639872,167,107,98,,2963,1631,2343,229,
A2017\student7425,958872,129,101,67,301,5020,1443,4287,136,4.492537313
A2017\student7429,1442736,217,122,75,114,5335,1333,4788,189,1.52
A2017\student7438,160,,,,,1,,1,,
A2017\student7443,1603520,161,91,120,60,7045,3112,6125,651,0.5
A2017\student7444,1904,,,,,31,4,5,,
A2017\student7457,0,,,,,1,,,23,
A2017\student7479,5611240,915,572,742,310,35423,27001,29980,1988,0.417789757
A2017\student7485,11624136,1591,1193,558,771,61032,17744,50858,2822,1.38172043
A2017\student7492,222288,48,15,3,,1317,165,1232,78,
A2017\student7495,7232952,1179,432,538,88,38881,8548,33961,1152,0.163568773
A2017\student7501,2832600,909,696,345,443,13094,5262,10716,705,1.284057971
A2017\student7514,548528,32,17,163,98,1451,937,1281,252,0.601226994
A2017\student7525,12896,1,1,,,2,19,,,
A2017\student7537,10417608,1843,1141,1391,535,51293,17246,44312,4141,0.384615385
A2017\student7540,29760,,,,,1,,,709,
A2017\student7546,7423008,1894,1229,506,320,36431,11471,31150,1533,0.632411067
A2017\student7582,6345872,1061,818,607,229,27054,7370,23282,914,0.377265239
A2017\student7589,316968,153,139,3,0,1835,357,1587,37,0
A2017\student7597,0,,,,,1,1,,,
A2017\student7616,22080,,,,,1,4,,,
A2017\student7629,2071272,345,183,154,30,12562,2696,11231,1071,0.194805195
A2017\student7632,2922752,687,313,215,67,16916,143270,14791,579,0.311627907
A2017\student7633,4154152,807,450,417,173,20038,8034,17317,1616,0.414868106
A2017\student7643,553608,114,100,59,64,1913,1468,1265,377,1.084745763
A2017\student7665,2889488,12,5,16,39,748,92,690,19,2.4375
A2017\student7673,5299008,1787,1441,646,603,28575,11068,24229,1586,0.933436533
A2017\student7677,624,,,,,1,16,,,
A2017\student7678,66240,,,,,1,,,22,
A2017\student7697,984792,227,132,109,204,6495,1731,5549,294,1.871559633
A2017\student7700,1381192,163,66,47,18,7995,1679,6968,1091,0.382978723
A2017\student7704,2347424,331,208,286,239,12015,2929,10392,346,0.835664336
A2017\student7708,2066728,467,233,225,189,12742,4320,10897,387,0.84
A2017\student7709,8223080,2155,1507,732,292,43532,18320,37365,2144,0.398907104
A2017\student7742,6218416,1599,1011,829,486,40208,14622,34500,2432,0.586248492
A2017\student7755,0,,,,,1,1,,,
A2017\student7769,4249704,743,407,895,484,21075,7842,17366,866,0.540782123
A2017\student7771,10704,6,6,,,31,60,12,,
A2017\student7774,48,,,,,1,,,571,
A2017\student7778,5967200,1471,747,548,422,29463,273646,25749,71584,0.770072993
A2017\student7791,327944,60,45,53,13,1873,669,1489,211,0.245283019
A2017\student7795,8579056,3517,2905,621,411,44639,288372,31325,44834,0.661835749
A2017\student7799,1918400,436,314,224,146,11589,3477,9722,464,0.651785714
A2017\student7802,2428336,27,20,,,179,149,136,28,
A2017\student7823,1194856,580,517,53,3,5713,1542,5127,117,0.056603774
A2017\student7834,39360,,,,,69,,,,
A2017\student7857,264960,,,,,140,15,,,
A2017\student7868,0,,,,,1,,,143,
A2017\student7880,2400,6,6,6,,1,,,57,
A2017\student7882,64,,,,,1,,,1269,
A2017\student7888,200496,28,24,1,0,482,1346,287,562,0
A2017\student7891,18240,,,,,1,,,22,
A2017\student7906,5313944,1044,578,596,336,25490,35697,20760,1531,0.563758389
A2017\student7911,4779840,926,737,561,229,22216,15079,18560,898,0.408199643
A2017\student7936,6744672,1332,918,962,828,36846,11669,30652,2182,0.860706861
A2017\student7945,6351616,1870,1336,809,534,40006,90475,33894,2440,0.660074166
A2017\student7956,886832,265,235,52,,4323,2311,3542,207,
A2017\student7970,2142720,156,123,46,109,8161,1113,7532,56,2.369565217
A2017\student7977,66240,,,,,1,,,8,
A2017\student7980,,,,,,,,,,
A2017\student7985,17315760,3220,2551,967,1045,73291,30820,60845,4400,1.080661841
A2017\student8003,412320,,,,,1,1,,,
A2017\student8004,0,,,,,1,1,,,
A2017\student8006,2485888,132,120,19,,2003,892,1488,158,
A2017\student8011,1696552,246,114,140,28,7870,3395,6674,55546,0.2
A2017\student8025,66240,,,,,1,10,,,
A2017\student8029,1210840,54,31,20,,1626,598,1355,42,
A2017\student8035,1228192,345,255,45,,7589,2513,6178,366,
A2017\student8043,960,,,2,,1,,,24,
A2017\student8051,1526280,24,8,1,,122,82,105,60,
A2017\student8055,225256,23,20,,,1275,248,1118,35,
A2017\student8067,5560152,1384,996,405,390,23991,7209,21317,793,0.962962963
A2017\student8069,1028352,116,81,118,531,4582,1577,4156,69,4.5
A2017\student8070,4115208,1560,1121,130,120,24356,145506,20919,139360,0.923076923
A2017\student8085,64800,,,,,10,,,,
A2017\student8089,5957280,1601,1257,432,90,29515,11864,25184,2458,0.208333333
A2017\student8100,1479080,216,155,204,655,6498,2620,5551,195,3.210784314
A2017\student8118,2664816,7,2,1,,39,19,35,30,
A2017\student8119,39360,,,,,93,,,,
A2017\student8133,2232816,289,174,354,276,10781,3755,9279,669,0.779661017
A2017\student8139,65760,,,,,5,,,,
A2017\student8142,3169568,990,707,499,110,18675,6675,15338,921,0.220440882
A2017\student8152,382896,147,110,39,,1820,650,1444,83,
A2017\student8157,5311344,1273,950,450,244,25013,10536,21697,810,0.542222222
A2017\student8172,1900800,238,77,179,147,13217,4213,11330,686,0.82122905
A2017\student8176,5265120,1449,933,257,22,28804,99328,23180,1443,0.085603113
A2017\student8187,3003216,344,217,272,302,12943,36042,10895,608,1.110294118
A2017\student8189,48,,,,,16,,,,
A2017\student8192,1758176,103,67,205,125,5512,3160,4615,188,0.609756098
A2017\student8195,39840,,,,,1,,,20,
A2017\student8199,1396344,11,11,7,,197,41,169,764,
A2017\student8209,48,,,,,11,,,,
A2017\student8224,0,,,,,1,,,19,
A2017\student8257,6789032,1486,1180,466,302,27401,11730,21628,1403,0.64806867
A2017\student8264,2801240,419,274,254,188,11835,4202,10219,306,0.74015748
A2017\student8267,4469120,952,609,561,309,21260,6543,17703,1006,0.550802139
A2017\student8288,595264,155,123,50,16,2730,1781,2078,222,0.32
A2017\student8295,8152640,1915,1295,1202,340,34086,15643,28083,2942,0.282861897
A2017\student8298,3177496,602,360,234,129,15217,5260,13150,1277,0.551282051
A2017\student8308,0,,,,,1,1,,,
A2017\student8313,5738056,1643,1043,345,177,28837,11594,23638,1751,0.513043478
A2017\student8317,1904968,134,98,109,154,4117,1007,3637,890,1.412844037
A2017\student8319,678304,113,97,67,,2851,831,2116,248,
A2017\student8329,1712,,,,,1,,,26,
A2017\student8337,2880,,,,,1,21,,,
A2017\student8349,0,,,,,9,,,,
A2017\student8357,1276288,244,208,179,236,5423,1726,4629,295,1.318435754
A2017\student8363,24000,50,50,,,1,,,15,
A2017\student8387,112,,,,,10,,,,
A2017\student8389,1056,,,,,139,,,,
A2017\student8393,0,,,,,1,,,83,
A2017\student8412,7277544,1603,1105,823,414,32066,14308,27179,987,0.503037667
A2017\student8416,4212320,1158,752,428,137,23444,11180,20224,816,0.320093458
